raw_content,content
"Another manusia gamon 😭😭😭😭😭😭  JUDULNYA 4MINUTES KAK DARI AWAL 4 MINUTES PERIHAL SAMA TGL LAHIR FAVE LU ITU KORELASINYA APAAN SIH BANGSAT 😭😭😭😭😭😭😭  TOLONG DONK, GAMON BOLEH KOK TPI TOLOL JUGA JANGAN  PLEASE INI GAK ADA HUBUNGANNYA SAMA FAVE ELU, TOLONG STOP https://t.co/juZyC2UvbZ","Another manusia gamon 😭😭😭😭😭😭 JUDULNYA 4MINUTES KAK DARI AWAL 4 MINUTES PERIHAL SAMA TGL LAHIR FAVE LU ITU KORELASINYA APAAN SIH BANGSAT 😭😭😭😭😭😭😭 TOLONG DONK, GAMON BOLEH KOK TPI TOLOL JUGA JANGAN PLEASE INI GAK ADA HUBUNGANNYA SAMA FAVE ELU, TOLONG STOP"
Balik jam segini berasa cupu bgt😏,Balik jam segini berasa cupu bgt😏
Emang saat itu lagi ga kerja sih bener yg dia blg. Tapi ditambahin lo tuh jelek jerawatan kurus banget emang ada yang mau lagi sama lo selain gua? Mana punya anak 2. Gak bakalan ada lelaki lain yang mau Yah mgkn ini bener juga tp kan bwang oe gamau dipukul &amp; dimanfaatin,Emang saat itu lagi ga kerja sih bener yg dia blg. Tapi ditambahin lo tuh jelek jerawatan kurus banget emang ada yang mau lagi sama lo selain gua? Mana punya anak 2. Gak bakalan ada lelaki lain yang mau Yah mgkn ini bener juga tp kan bwang oe gamau dipukul &amp; dimanfaatin
Eh tolol bgt anjir videonya kepotooongg😭😭 harusnya iniii 😭😭😭 https://t.co/Ola3QVOaTM,Eh tolol bgt anjir videonya kepotooongg😭😭 harusnya iniii 😭😭😭
Ada Banser di sini? Culun kata gue.,Ada Banser di sini? Culun kata gue.
"@hidupdatarku @AryoKuncoro47 @sayid__machmoed Goblok, dungu dan tk tau malu dia borong semua. Nuduh org miskin literasi, lhaaa..sdh ngebacot bgt panjang cm bc sekilas doang.","@AryoKuncoro47 Goblok, dungu dan tk tau malu dia borong semua. Nuduh org miskin literasi, lhaaa..sdh ngebacot bgt panjang cm bc sekilas doang."
org bodoh mana yg kalo gw bales chat pagi selalu diawali dg baru bgn? . ya emg gw baru bgn lgsg bales chat lu gt? jgn geer.,org bodoh mana yg kalo gw bales chat pagi selalu diawali dg baru bgn? . ya emg gw baru bgn lgsg bales chat lu gt? jgn geer.
@REVMAXXING Yes,Yes
"Nayoung kena hujat gara-gara shipper toxic konyol. Yang komen postingan Instagram dia sok cantik bener, ngata-ngatain gajelas dan nyuruh dia stay away from him. Wtf??? That's her fucking life and we don't know anything about their relationship. Fuck off moron.","Nayoung kena hujat gara-gara shipper toxic konyol. Yang komen postingan Instagram dia sok cantik bener, ngata-ngatain gajelas dan nyuruh dia stay away from him. Wtf??? That's her fucking life and we don't know anything about their relationship. Fuck off moron."
"-guys anak baru di twitter, langsung di ospek BamBam😭 https://t.co/3SlrecHjzi","-guys anak baru di twitter, langsung di ospek BamBam😭"
"Pemikiran bodoh yang populer di Indonesia hingga detik ini ialah.. masih banyak orang mengidolakan Hitler hanya karena diktator fasis ultranasionalis itu pernah menargetkan bangsa Yahudi untuk dihabisi secara kejam, tanpa ingat (atau malah tidak tau ya?) dengan konsep ""ras Arya"". https://t.co/zTzQg16O1Y","Pemikiran bodoh yang populer di Indonesia hingga detik ini ialah.. masih banyak orang mengidolakan Hitler hanya karena diktator fasis ultranasionalis itu pernah menargetkan bangsa Yahudi untuk dihabisi secara kejam, tanpa ingat (atau malah tidak tau ya?) dengan konsep ""ras Arya""."
AKU BARU PULANG INI SIAPA YG DISRESPECTING AYANG GUE HAH? PLISSS DM AKU? ROOKIE MANA YG HARUS AKU OSPEK??,AKU BARU PULANG INI SIAPA YG DISRESPECTING AYANG GUE HAH? PLISSS DM AKU? ROOKIE MANA YG HARUS AKU OSPEK??
semakin gendut semakin jelek aku y😩,semakin gendut semakin jelek aku y😩
Tim Investigasi Unej menemukan kekerasan verbal pada kasus perploncoan ospek Fakultas Teknik. Seperti apa?  via @detik_jatim https://t.co/l5sn1ndvkQ,Tim Investigasi Unej menemukan kekerasan verbal pada kasus perploncoan ospek Fakultas Teknik. Seperti apa? via https://t.co/l5sn1ndvkQ
Jadi sebenernya aku selama enih hiatus karena fokus diet hasil lab ku agak jelek katanya gegara ak asalnya kurus lalu nambah berat banyak jadinya semacam kaget gitu. Jadi ak takut dan makin kencengin dietku sebenernya selama ini pun ak selalu diet tapi ya masih suka kalab,Jadi sebenernya aku selama enih hiatus karena fokus diet hasil lab ku agak jelek katanya gegara ak asalnya kurus lalu nambah berat banyak jadinya semacam kaget gitu. Jadi ak takut dan makin kencengin dietku sebenernya selama ini pun ak selalu diet tapi ya masih suka kalab
Rektor UIN Raden Mas Said Solo mengeluarkan rekomendasi dema dibekukan dan ketua dicopot buntut maba diwajibkan daftar pinjol saat ospek. https://t.co/GE7SMRLIra,Rektor UIN Raden Mas Said Solo mengeluarkan rekomendasi dema dibekukan dan ketua dicopot buntut maba diwajibkan daftar pinjol saat ospek.
"Abis buka2 folder di laptop. Tiba2 nemu foto januari 2021. Badanku masih kecil. BB 53 diaku tuh udah kecil dan ideal. Sampe nenekku aja bilang jangan sampe lebih kurus dari ini, nanti jelek. Eh skrg udah 69 😭😭😭😭 baju dari size S skrg XXL 😭😭😭😭😭 nanges","Abis buka2 folder di laptop. Tiba2 nemu foto januari 2021. Badanku masih kecil. BB 53 diaku tuh udah kecil dan ideal. Sampe nenekku aja bilang jangan sampe lebih kurus dari ini, nanti jelek. Eh skrg udah 69 😭😭😭😭 baju dari size S skrg XXL 😭😭😭😭😭 nanges"
"Mau offline atau online, ospek seharusnya menjadi media pengenalan dunia pendidikan, bukan melanggengkan perpeloncoan. Yang semestinya dipelihara itu rasa hormat, bukan rasa dendam; persaudaraan, bukan penindasan. Atau memang kita senang mewariskan kekerasan? :)","Mau offline atau online, ospek seharusnya menjadi media pengenalan dunia pendidikan, bukan melanggengkan perpeloncoan. Yang semestinya dipelihara itu rasa hormat, bukan rasa dendam; persaudaraan, bukan penindasan. Atau memang kita senang mewariskan kekerasan? :)"
"@Punyaedmin mama ini paling gabisaa yoo jauh teko anak² e? 🥹🥹 papsrud, jgn khawatir labis ga makan, udh makang cuma minus e are e sek cape habis kenek ospek😭","mama ini paling gabisaa yoo jauh teko anak² e? 🥹🥹 papsrud, jgn khawatir labis ga makan, udh makang cuma minus e are e sek cape habis kenek ospek😭"
"Adalah kan yang kasih liat foto jadul yg dikirimi sama sahabat malah dikomen*kurus itam jelak..ga ada canteknya, ga usah kurus ajlah* asekkk","Adalah kan yang kasih liat foto jadul yg dikirimi sama sahabat malah dikomen*kurus itam jelak..ga ada canteknya, ga usah kurus ajlah* asekkk"
@pedoqpop tapi mat saleh memang bodoh sejak azal pun hshshs,tapi mat saleh memang bodoh sejak azal pun hshshs
ih sok ganteng bgt anjir sebel dah,ih sok ganteng bgt anjir sebel dah
Puas banget balesin omongan orang hari ini Lagi enak enaknya sarapan dibilang makan banyak biar gak kurus Aku bales aja gen ibu bapaknya aja jelek tu cucu pada kurus semua Trus dibales lagi kan kalo gemuk enak diliatnya Gue bales lg justru yg gemuk itu ga sehat,Puas banget balesin omongan orang hari ini Lagi enak enaknya sarapan dibilang makan banyak biar gak kurus Aku bales aja gen ibu bapaknya aja jelek tu cucu pada kurus semua Trus dibales lagi kan kalo gemuk enak diliatnya Gue bales lg justru yg gemuk itu ga sehat
@_mohdharrisjaal @_JANGAN_DIAM Bodoh piang.. anjing DAP,@_JANGAN_DIAM Bodoh piang.. anjing DAP
@ern_eindee Betoi. Kadang kita tahan pintu pon dia ingat kita nak menggatal. Ended up buat bodoh je Yg marah orang laki buat semua benda tu perempuan jugak. Bila orang buat bodoh dengan depa. Tetiba bising pulak Skrng ni tanya umur pon sensitif. Inikan pulak nk tanya pregnant ka dak,Betoi. Kadang kita tahan pintu pon dia ingat kita nak menggatal. Ended up buat bodoh je Yg marah orang laki buat semua benda tu perempuan jugak. Bila orang buat bodoh dengan depa. Tetiba bising pulak Skrng ni tanya umur pon sensitif. Inikan pulak nk tanya pregnant ka dak
@aydamyamya kurus la tuuu..na compare dgn sy..jauh jelak beze..huhuhu..,kurus la tuuu..na compare dgn sy..jauh jelak beze..huhuhu..
@tanyarlfes Apalagi jaman dua garis biru hitam dekil ,Apalagi jaman dua garis biru hitam dekil
"@fkrarzza @tanyakanrl Nggak usah sok superior. Indo sama Korea sama aja. Suka rasis. Lu pikir warga negara mana yang suka menyebut sesama negaranya dengan sebutan ""aura maghrib""?   Sama aja, Des. Bedanya Korea to the point nyelekit, Indo dibikin bercandaan.   Lu sendiri penyepong apa?","@tanyakanrl Nggak usah sok superior. Indo sama Korea sama aja. Suka rasis. Lu pikir warga negara mana yang suka menyebut sesama negaranya dengan sebutan ""aura maghrib""? Sama aja, Des. Bedanya Korea to the point nyelekit, Indo dibikin bercandaan. Lu sendiri penyepong apa?"
indah g kebangun tidur pagii tolol wangi nonton sponge open vcs sosmed konten pribadi wa aja https://t.co/lx4bAUC9PS,indah g kebangun tidur pagii tolol wangi nonton sponge open vcs sosmed konten pribadi wa aja
Dari jokowi kita bisa belajar. Tdk semua org berwajah.. lugu Cupu.. ndeso.. kalem.. itu baik Baik hatinya.. bahkan dia bisa Lebih bengis dari pada setan. https://t.co/BhPgAk0QZ0,Dari jokowi kita bisa belajar. Tdk semua org berwajah.. lugu Cupu.. ndeso.. kalem.. itu baik Baik hatinya.. bahkan dia bisa Lebih bengis dari pada setan.
"udh dpt skinnyshaming dari kecil, si paling item, si paling stik kayu, muka jelek kayak pembantu, sampe kerja jg suka dibanding2in dan jadi standar org kurus sekantor. dpt exposure gt terus2an aku jadi percaya emg aku jelek dan ga normal. blm bener2 berdamai, tapi udh ke psikolog","udh dpt skinnyshaming dari kecil, si paling item, si paling stik kayu, muka jelek kayak pembantu, sampe kerja jg suka dibanding2in dan jadi standar org kurus sekantor. dpt exposure gt terus2an aku jadi percaya emg aku jelek dan ga normal. blm bener2 berdamai, tapi udh ke psikolog"
orang tolol mana yg minta dibangunin tp hpnya disilent,orang tolol mana yg minta dibangunin tp hpnya disilent
Bucin boleh  tapi bodoh karena dibucinin jangan . https://t.co/V1utUSpxNB,Bucin boleh tapi bodoh karena dibucinin jangan .
"reposts are much appreciated!   haloo, neca kembali membawa katalog baru yaitu “holiday card” yang siap untuk di ospek &gt;____&lt; kalau ada yang tidak aman boleh dm baik-baik yaa, timaaci! 💘  note : check alt!   #zonauang https://t.co/jOxh5czfOj","reposts are much appreciated! haloo, neca kembali membawa katalog baru yaitu “holiday card” yang siap untuk di ospek &gt;____&lt; kalau ada yang tidak aman boleh dm baik-baik yaa, timaaci! 💘 note : check alt! #zonauang"
"Netizen Indonesia sebagin goblok dan tolol serta dungu sekaligus ga punya rasa kemanusiaan. Biasanya akan dibuktikan dengan mereply ""tolol"", ""goblok lo"". Buktikan kalo ini salah.","Netizen Indonesia sebagin goblok dan tolol serta dungu sekaligus ga punya rasa kemanusiaan. Biasanya akan dibuktikan dengan mereply ""tolol"", ""goblok lo"". Buktikan kalo ini salah."
"@ub_mfs beli sendiri nder, kali bisa jauh hari/ jangan sekitaran ub, soalnya nanti ke markup harganya + gausah joki tugas ospek (ga terlalu dilihat kudu beres, kerjain sebisanya aja)   jangan sampek gegara ospek uang kamu habis.","beli sendiri nder, kali bisa jauh hari/ jangan sekitaran ub, soalnya nanti ke markup harganya + gausah joki tugas ospek (ga terlalu dilihat kudu beres, kerjain sebisanya aja) jangan sampek gegara ospek uang kamu habis."
"Seungwoo, kahim galak lagi eval habis gladi bersih buat ospek besok https://t.co/uB4MkqHRNN","Seungwoo, kahim galak lagi eval habis gladi bersih buat ospek besok"
"Gue dibilang kurus jelek item cungkring terseraaaahhh udah kebal!! Tp kalo lo ngasal nyebut nyebut anak gue sini lo, ribut aje sini!!","Gue dibilang kurus jelek item cungkring terseraaaahhh udah kebal!! Tp kalo lo ngasal nyebut nyebut anak gue sini lo, ribut aje sini!!"
@Solisidtor Bodoh ko tu jgn share kat orang lain...ckup la ko sorang je yg trsangat bodoh,Bodoh ko tu jgn share kat orang lain...ckup la ko sorang je yg trsangat bodoh
Any repost be highly appreciated tysm Haloo! aku ada setup baru yang bakal aku pakai nanti boleh bantu untuk ospeknya apakah sudah aman? terimakasih banyak yang udah bantu ospek! ʕ ᴥ ʔﾉ #zonauang https://t.co/jHNuCxaUXg,Any repost be highly appreciated tysm Haloo! aku ada setup baru yang bakal aku pakai nanti boleh bantu untuk ospeknya apakah sudah aman? terimakasih banyak yang udah bantu ospek! ʕ ᴥ ʔﾉ #zonauang
Si tolol emang.... gara gara mokondo satu ini ternyata #TheAtypicalFamilyEp12 https://t.co/T5Xo4ESotG,Si tolol emang.... gara gara mokondo satu ini ternyata #TheAtypicalFamilyEp12
@moviemenfes cowok cupu yg makin tua makin ganteng https://t.co/xBfZQTa2S7,cowok cupu yg makin tua makin ganteng
si menteri sudah tahu bhw kenaikan UKT tidak wajar .. tapi diteruskan . Lalu akan lakukan assessment .. . Otak dan adab gak ada! Menteri goblok dan dungu . . . . . . .,si menteri sudah tahu bhw kenaikan UKT tidak wajar .. tapi diteruskan . Lalu akan lakukan assessment .. . Otak dan adab gak ada! Menteri goblok dan dungu . . . . . . .
"Selama masa ospek, #mikazukiarion bakal keliatan serius banget. Makanya kalau dia ngumpul sama yang lain, harus sembunyi-sembunyi, bair gimiknya gak keliatan. Setelah masa ""PDKT"" sama maba, barulah dia bisa bebas dari gimik dan bebas berinteraksi sama maba.","Selama masa ospek, #mikazukiarion bakal keliatan serius banget. Makanya kalau dia ngumpul sama yang lain, harus sembunyi-sembunyi, bair gimiknya gak keliatan. Setelah masa ""PDKT"" sama maba, barulah dia bisa bebas dari gimik dan bebas berinteraksi sama maba."
Knp pendukung anis auranya glowing parah tp pendukung prabowo aura maghrib kek bli saka sama zarry hendrick,Knp pendukung anis auranya glowing parah tp pendukung prabowo aura maghrib kek bli saka sama zarry hendrick
MAU INI WTB INI AKU MAU SI HITAM DEKIL BULUK JELEK BOBA JENGLOT INI WTB WTB WTB MOLE https://t.co/MxdblakoYx,MAU INI WTB INI AKU MAU SI HITAM DEKIL BULUK JELEK BOBA JENGLOT INI WTB WTB WTB MOLE
Buat Minoritas Dungu yang masih belum move on membabi buta dukung IQ 16% aku sarankan Jadilah “Minoritas Progressive Dungu sekalian !” ☝️ Ringing the bell?   Ngapain lo jadi Nasionalis GoBlok tapi bela Kiri Progressive?  Jadilah Penjahat Konstitusi Sedjati kau Abdul ! 😅 . https://t.co/UY9eQlTCaE,Buat Minoritas Dungu yang masih belum move on membabi buta dukung IQ 16% aku sarankan Jadilah “Minoritas Progressive Dungu sekalian !” ☝️ Ringing the bell? Ngapain lo jadi Nasionalis GoBlok tapi bela Kiri Progressive? Jadilah Penjahat Konstitusi Sedjati kau Abdul ! 😅 .
"Yallah KAMPUNGAN LO PADA kaya gini malah nurunin martabat lo pada semua, caper biar dilirik? dinotice? biar disukain? biar jadi kekasih pemain timnas? Keep dreaming, mereka juga jijik kali kalau kelakuan lo pada kaya gini, stress, seek profesional help please.","Yallah KAMPUNGAN LO PADA kaya gini malah nurunin martabat lo pada semua, caper biar dilirik? dinotice? biar disukain? biar jadi kekasih pemain timnas? Keep dreaming, mereka juga jijik kali kalau kelakuan lo pada kaya gini, stress, seek profesional help please."
Lokasi Petaling Jaya.  Omg sebab keorang lah kita kena cuti tanpa gaji sampai 31 ataupun kemungkinan lanjut tak tau sampai bila.  Bodoh bangang https://t.co/tUwC6YV8T8,Lokasi Petaling Jaya. Omg sebab keorang lah kita kena cuti tanpa gaji sampai 31 ataupun kemungkinan lanjut tak tau sampai bila. Bodoh bangang
"Mikir anj, pemerintah dan pejabat indo tolol. Kalau ngasih kebijakan jgn menyengsarakan rakyat, bgst! Ntar rakyat turun kejalan dan eksekusi lu pada, pada ngacir semua lo!  Mental pencuri, mental VOC, mental kolonial! https://t.co/hTWBR9v5FB","Mikir anj, pemerintah dan pejabat indo tolol. Kalau ngasih kebijakan jgn menyengsarakan rakyat, bgst! Ntar rakyat turun kejalan dan eksekusi lu pada, pada ngacir semua lo! Mental pencuri, mental VOC, mental kolonial!"
@RomeoWalker19 @STARTING2023 Hahaha... Terserah dah.. Bagi om.. Si ceking kurus jelak adalah dewa... Titisan Tuhan... Bagi saya adalah firaun sejati.. Baik rupa maupun akhlak.. Lakumdinukumwaliyadin ya om...,@STARTING2023 Hahaha... Terserah dah.. Bagi om.. Si ceking kurus jelak adalah dewa... Titisan Tuhan... Bagi saya adalah firaun sejati.. Baik rupa maupun akhlak.. Lakumdinukumwaliyadin ya om...
mulut guru2 dri sklh ijo satu itu emg kampungan smua dah https://t.co/vBBJB6t9NH,mulut guru2 dri sklh ijo satu itu emg kampungan smua dah
@ch_chotimah2 Cantik drnana mau gua buka elu siapa gua banyak loh aslinya sih hitam dekil https://t.co/JdpKeTw20b,Cantik drnana mau gua buka elu siapa gua banyak loh aslinya sih hitam dekil
“aura maghrib” maghrib is actually a really beautiful hour,“aura maghrib” maghrib is actually a really beautiful hour
Tapi beneran aku merasa ringkih dan jelek aja karena terlalu kurus. Aku liat agak gemuk dikit malah mencret 2 minggu.,Tapi beneran aku merasa ringkih dan jelek aja karena terlalu kurus. Aku liat agak gemuk dikit malah mencret 2 minggu.
 aul makin kurus aja moodnya langsung jelek banget pas ada yg bilang begitu :( semakin ngga mau buat nimbang badan ,aul makin kurus aja moodnya langsung jelek banget pas ada yg bilang begitu :( semakin ngga mau buat nimbang badan
@WatchmenID The spesialis poligami emang mas fedi nuril wkwk,The spesialis poligami emang mas fedi nuril wkwk
"Capek anying, apa apa dikomentarin, kurus, jelek, kayak gajah, style jadul.","Capek anying, apa apa dikomentarin, kurus, jelek, kayak gajah, style jadul."
"@bertanyarl mau nanya nih ya, kalian tuh betah ya main mulu? apa gak pusing sama banyaknya orang? aku jarang keluar rumah, malah sampe di katain kampungan gara2 gatau tempat dan jalan soalnya klo ketemu orang banyak aku  suka mual tbtb","mau nanya nih ya, kalian tuh betah ya main mulu? apa gak pusing sama banyaknya orang? aku jarang keluar rumah, malah sampe di katain kampungan gara2 gatau tempat dan jalan soalnya klo ketemu orang banyak aku suka mual tbtb"
@kucing_jantan69 Fordikus boti ama kontolnya dia keren tp sayang orgnya jelek kurus,Fordikus boti ama kontolnya dia keren tp sayang orgnya jelek kurus
yayaya. ini kampungan sih. si paling dalang ya jok,yayaya. ini kampungan sih. si paling dalang ya jok
SOK GANTENG LU😭🫵,SOK GANTENG LU😭🫵
"Sebenernya, di instagram juga buanyak. Tapi cupu-cupu beraninya DM, bukan komentar kayak di twitter ahahahahaha","Sebenernya, di instagram juga buanyak. Tapi cupu-cupu beraninya DM, bukan komentar kayak di twitter ahahahahaha"
hyunsuk aja selalu ada bahkan jadi sandaran member terutama jaehyuk lah fans nya malah selalu nge hate si hyunsuk. Jaehyuk juga kalo disuruh pilih fans tolol nya atau hyunsuk pasti milih hyunsuk. Ngapain milih fans tolol yang ga ada guna nya kayak gitu https://t.co/8ZXKfn5zZE,hyunsuk aja selalu ada bahkan jadi sandaran member terutama jaehyuk lah fans nya malah selalu nge hate si hyunsuk. Jaehyuk juga kalo disuruh pilih fans tolol nya atau hyunsuk pasti milih hyunsuk. Ngapain milih fans tolol yang ga ada guna nya kayak gitu
Lapangan Merah Seni Rupa ITB mungkin 1998 atau 1999. fotografer nggak tahu. ini lagi penerimaan mahasiswa baru (hitam-hitam kiri) aka ospek. ospeknya bikin event kalau ini 1999 berarti akan bikin Pasar Seni 2000. yang main band di panggung anak 1996. can you spot me? https://t.co/ANSNBFG9VU,Lapangan Merah Seni Rupa ITB mungkin 1998 atau 1999. fotografer nggak tahu. ini lagi penerimaan mahasiswa baru (hitam-hitam kiri) aka ospek. ospeknya bikin event kalau ini 1999 berarti akan bikin Pasar Seni 2000. yang main band di panggung anak 1996. can you spot me?
"ospek-ospek jurusan daripada nyuruh post twibbon seabrek diikuti dengan penugasan yang ga ada hubungannya sama prodi, mending suruh temen-temen yang diospek buat bikin ATS-friendly CV + LinkedIn. saran aja sih ;)","ospek-ospek jurusan daripada nyuruh post twibbon seabrek diikuti dengan penugasan yang ga ada hubungannya sama prodi, mending suruh temen-temen yang diospek buat bikin ATS-friendly CV + LinkedIn. saran aja sih ;)"
@aventuriim Wibu wibu cupu,Wibu wibu cupu
sayangnya aku cupu https://t.co/bhx0MGF5lU,sayangnya aku cupu
 Kalian gak tau repotnya jadi panitia ospek ya mending ikutin aja nurut. YA SUDAH TAU REPOT KOK MASIH DIKERJAKAN APAKAH TDK SEBAIKNYA BIKIN OSPEK YANG SIMPEL SIMPEL SAJA DAN BERMANFAAT??????,Kalian gak tau repotnya jadi panitia ospek ya mending ikutin aja nurut. YA SUDAH TAU REPOT KOK MASIH DIKERJAKAN APAKAH TDK SEBAIKNYA BIKIN OSPEK YANG SIMPEL SIMPEL SAJA DAN BERMANFAAT??????
OSPEK TERKEJAM! https://t.co/betoSURHed,OSPEK TERKEJAM!
"Jelek banget jadinya 😤 udah opening ending song dihilangin, cara shoot kameranya gak banget, seenaknya ganti konsep jadi warna hitam jelek gini! STOP RECOKIN KONTEN-KONTEN SEVENTEEN  @HYBEOFFICIALtwt 🤬🤬🤬🤬🤬","Jelek banget jadinya 😤 udah opening ending song dihilangin, cara shoot kameranya gak banget, seenaknya ganti konsep jadi warna hitam jelek gini! STOP RECOKIN KONTEN-KONTEN SEVENTEEN 🤬🤬🤬🤬🤬"
"🗣️:""Kamu kok kurus banget sih, gemukin biar bagus klo berisi badannya, cantikan klo chubby""  Kurus=jelek, iya²😓 https://t.co/Txg2Ge96OD","🗣️:""Kamu kok kurus banget sih, gemukin biar bagus klo berisi badannya, cantikan klo chubby"" Kurus=jelek, iya²😓"
ngelatih mental kok ospek ngelatih mental mah minta diajarin matematika waktu SD sama bapak lah,ngelatih mental kok ospek ngelatih mental mah minta diajarin matematika waktu SD sama bapak lah
Real kampungan,Real kampungan
Abis kena musibah malah ada orang tolol gak punya hati komen🙏🏻😃 https://t.co/YTTDWCXuzY,Abis kena musibah malah ada orang tolol gak punya hati komen🙏🏻😃
@OHMYV3NUS karna hitam itu ga terlalu dekil kalo tiba2 kotor wkwkw,karna hitam itu ga terlalu dekil kalo tiba2 kotor wkwkw
wibu stres emg humornya jelek,wibu stres emg humornya jelek
"@Putri_Aalona untuk apa di jakarta, enggak level Anies itu di butuhkan dunia internasional.dunia internasional memanggil mu mas Anies.....kata anak Abah 😁😁😁😁😁","untuk apa di jakarta, enggak level Anies itu di butuhkan dunia internasional.dunia internasional memanggil mu mas Anies.....kata anak Abah 😁😁😁😁😁"
"@wigglywispymom Lu tuh perempuan tolol, perempuan bukan betina. Lu hewan melata kah? Ga bisa bedain penggunaan kata betina sama perempuan?  Lu dungu dan goblok, kalo emang mudah, ga bakal ada itu teknologi cesar, eracs, dll. Itu karena tingginya angka kematian ibu yang melahirkan normal.","Lu tuh perempuan tolol, perempuan bukan betina. Lu hewan melata kah? Ga bisa bedain penggunaan kata betina sama perempuan? Lu dungu dan goblok, kalo emang mudah, ga bakal ada itu teknologi cesar, eracs, dll. Itu karena tingginya angka kematian ibu yang melahirkan normal."
"Ini bukan soal salah bicara yg selesai cukup dgn minta maaf.  Menyebut Asam Folat dengan Asam Sulfat, apalagi sampai dua kali,  Ini Tolol  yang fatal.  Harusnya kamu malu, tidak punya kapasitas,  berani-beraninya jadi Cawapres. https://t.co/yB9W1UB7jc","Ini bukan soal salah bicara yg selesai cukup dgn minta maaf. Menyebut Asam Folat dengan Asam Sulfat, apalagi sampai dua kali, Ini Tolol yang fatal. Harusnya kamu malu, tidak punya kapasitas, berani-beraninya jadi Cawapres."
KLARIFIKASI MOHON MAAF UUS KARENA SUDAH BILANG CUPU KEPADA PASUKAN DINASTI WARRIOR YANG SUDAH BERJUANG DEMI KERAJAANNYA. https://t.co/vk2yLFeKCJ,KLARIFIKASI MOHON MAAF UUS KARENA SUDAH BILANG CUPU KEPADA PASUKAN DINASTI WARRIOR YANG SUDAH BERJUANG DEMI KERAJAANNYA.
"➽ 𝙎𝙪𝙢𝙢𝙖𝙧𝙮 Gimana jadinya kalau anak-anak ZONA jadi panitia ospek jurusanmu?   ➽ 𝙒𝙖𝙧𝙣𝙞𝙣𝙜 Grammar errors, possible mischaracterization, etc.","➽ 𝙎𝙪𝙢𝙢𝙖𝙧𝙮 Gimana jadinya kalau anak-anak ZONA jadi panitia ospek jurusanmu? ➽ 𝙒𝙖𝙧𝙣𝙞𝙣𝙜 Grammar errors, possible mischaracterization, etc."
Goblok bin Dungu.,Goblok bin Dungu.
@jeunpie Haloooo Cie yg lagi ospek Udah setengah perjalanan ospek niehhh harus semangat dong yaaa ️‍ jaga kesehatan ya semuaaa jangan lupa juga untuk istirahat KALIAN SEMUA KEREN !! @songmidn https://t.co/6vM7oVHj6V,Haloooo Cie yg lagi ospek Udah setengah perjalanan ospek niehhh harus semangat dong yaaa ️‍ jaga kesehatan ya semuaaa jangan lupa juga untuk istirahat KALIAN SEMUA KEREN !! https://t.co/6vM7oVHj6V
There is No ending with ospek FT every year,There is No ending with ospek FT every year
Musik: Sesuatu yg baru. Gw kayak denger Virst dan Starbe di 1 lagu.  Issou:  Warna monoton hitam. Tapi pola rame banget. Jelek? Bagus? Jawabanku bingung. Lirik:  Ini ceritanya tentang apa? Kek campur aduk. Udah denger 3x juga blm ngerti Video: Bagus2 aja jika ekspektasi ga tinggi,Musik: Sesuatu yg baru. Gw kayak denger Virst dan Starbe di 1 lagu. Issou: Warna monoton hitam. Tapi pola rame banget. Jelek? Bagus? Jawabanku bingung. Lirik: Ini ceritanya tentang apa? Kek campur aduk. Udah denger 3x juga blm ngerti Video: Bagus2 aja jika ekspektasi ga tinggi
THANK YOU SO MUCH KAKAK @vertinfuwka yang sudah sponsorin GA!! akhirnya aku punya layout tsukasa yang sangat majestic makasii jugaa buat kakak @secretkravity yang sudah membuat layout secakep ini ‼️ https://t.co/H0QIMvKKrQ,THANK YOU SO MUCH KAKAK yang sudah sponsorin GA!! akhirnya aku punya layout tsukasa yang sangat majestic makasii jugaa buat kakak yang sudah membuat layout secakep ini ‼️
"Ah cupu. Giliran nge twt aj kenceng banget semangat nya. Eh iya deng ini dia semangat, semangat kaburnya. https://t.co/MVgFkxL1Vp","Ah cupu. Giliran nge twt aj kenceng banget semangat nya. Eh iya deng ini dia semangat, semangat kaburnya."
Sosialisasi Anti Bullying sebagai Upaya Pencegahan Tindak Perundungan di SDN 2 Padokan https://t.co/BIra4ThI2z,Sosialisasi Anti Bullying sebagai Upaya Pencegahan Tindak Perundungan di SDN 2 Padokan
"setolol"" nya org tolol ini yg lebih tolol😭🫵🏻😭🫵🏻 HIBURAN GUE BGT ANCRITTT kok bisa nyamain 1D sm bities  dan bilang bukan KPOP LAGI lah (?) https://t.co/MlfW0SS7d9","setolol"" nya org tolol ini yg lebih tolol😭🫵🏻😭🫵🏻 HIBURAN GUE BGT ANCRITTT kok bisa nyamain 1D sm bities dan bilang bukan KPOP LAGI lah (?)"
siklus ujian fk bodoh - belajar - pede - ujian - sadar kalo masih bodoh,siklus ujian fk bodoh - belajar - pede - ujian - sadar kalo masih bodoh
Sudah nemu cara baru balas argumen tolol https://t.co/VH6fV10XjF,Sudah nemu cara baru balas argumen tolol
